tweet_id,breed,breed_prob,retweet_count,favorite_count,source,name,rating,hour,weekday,date,month,year,dog_stage
668248472370458624,Chihuahua,0.7345470000000001,509,1022,Twitter for iPhone,Bisquick,8.0,2,Sunday,22,November,2015,None
668256321989451776,Pembroke,0.0944294,649,1348,Twitter for iPhone,Jareld,13.0,2,Sunday,22,November,2015,None
668268907921326080,Pembroke,0.48483,246,572,Twitter for iPhone,None,10.0,3,Sunday,22,November,2015,None
668274247790391296,soft-coated_wheaten_terrier,0.406374,239,852,Twitter for iPhone,Sophie,10.0,3,Sunday,22,November,2015,None
668286279830867968,golden_retriever,0.215944,143,523,Twitter for iPhone,Rusty,11.0,4,Sunday,22,November,2015,None
668297328638447616,Eskimo_dog,0.0327838,312,639,Twitter for iPhone,None,9.0,5,Sunday,22,November,2015,None
668480044826800133,Labrador_retriever,0.0999648,154,479,Twitter for iPhone,DayZ,11.0,17,Sunday,22,November,2015,None
668484198282485761,standard_poodle,0.587372,246,441,Twitter for iPhone,None,9.0,17,Sunday,22,November,2015,None
668496999348633600,Staffordshire_bullterrier,0.412879,138,424,Twitter for iPhone,Jo,8.0,18,Sunday,22,November,2015,None
668507509523615744,basenji,0.0553794,113,335,Twitter for iPhone,None,10.0,19,Sunday,22,November,2015,None
668528771708952576,Labrador_retriever,0.195835,235,481,Twitter for iPhone,Gòrdón,12.0,20,Sunday,22,November,2015,None
668537837512433665,Lakeland_terrier,0.372988,78,258,Twitter for iPhone,Spark,8.0,21,Sunday,22,November,2015,None
668542336805281792,American_Staffordshire_terrier,0.267695,224,479,Twitter for iPhone,None,10.0,21,Sunday,22,November,2015,None
668567822092664832,Shih-Tzu,0.985649,61,255,Twitter for iPhone,Marvin,11.0,23,Sunday,22,November,2015,None
668623201287675904,Chihuahua,0.708163,818,1500,Twitter for iPhone,Jomathan,10.0,2,Monday,23,November,2015,None
668625577880875008,groenendael,0.0544548,140,407,Twitter for iPhone,Maks,10.0,3,Monday,23,November,2015,None
668627278264475648,French_bulldog,0.965403,118,330,Twitter for iPhone,Timofy,9.0,3,Monday,23,November,2015,None
668631377374486528,miniature_schnauzer,0.904549,334,744,Twitter for iPhone,Zeek,5.0,3,Monday,23,November,2015,None
668633411083464705,Pekinese,0.589011,1730,2919,Twitter for iPhone,Churlie,10.0,3,Monday,23,November,2015,None
668636665813057536,komondor,0.999956,509,1082,Twitter for iPhone,None,10.0,3,Monday,23,November,2015,None
668641109086707712,pug,0.146311,561,1114,Twitter for iPhone,Hanz,10.0,4,Monday,23,November,2015,None
668655139528511488,beagle,0.31911,229,548,Twitter for iPhone,Winifred,11.0,4,Monday,23,November,2015,None
668779399630725120,Chesapeake_Bay_retriever,0.285508,392,727,Twitter for iPhone,Kevon,10.0,13,Monday,23,November,2015,None
668815180734689280,redbone,0.461172,285,590,Twitter for iPhone,None,7.0,15,Monday,23,November,2015,None
668826086256599040,malinois,0.640185,146,454,Twitter for iPhone,Banditt,10.0,16,Monday,23,November,2015,None
668852170888998912,golden_retriever,0.903529,173,468,Twitter for iPhone,Bobb,11.0,18,Monday,23,November,2015,None
668872652652679168,miniature_schnauzer,0.0355366,313,548,Twitter for iPhone,Amélie,11.0,19,Monday,23,November,2015,None
668892474547511297,kelpie,0.421979,160,411,Twitter for iPhone,Ruffles,11.0,20,Monday,23,November,2015,None
668902994700836864,Brittany_spaniel,0.828425,106,330,Twitter for iPhone,Lambeau,11.0,21,Monday,23,November,2015,None
668932921458302977,standard_poodle,0.237638,60,279,Twitter for iPhone,Herald,9.0,23,Monday,23,November,2015,None
668955713004314625,cocker_spaniel,0.367492,74,290,Twitter for iPhone,None,10.0,0,Tuesday,24,November,2015,None
668960084974809088,Chesapeake_Bay_retriever,0.165878,248,732,Twitter for iPhone,Jaycob,10.0,1,Tuesday,24,November,2015,None
668975677807423489,basset,0.605437,615,1354,Twitter for iPhone,Jeremy,11.0,2,Tuesday,24,November,2015,None
668979806671884288,golden_retriever,0.608537,372,821,Twitter for iPhone,Chaz,12.0,2,Tuesday,24,November,2015,None
668986018524233728,Chihuahua,0.00563972,176,570,Twitter for iPhone,Ruby,9.0,2,Tuesday,24,November,2015,None
668989615043424256,pug,0.917326,343,702,Twitter for iPhone,Bernie,3.0,3,Tuesday,24,November,2015,None
668994913074286592,English_springer,0.0897633,245,456,Twitter for iPhone,None,5.0,3,Tuesday,24,November,2015,None
669000397445533696,Pembroke,0.82294,6680,21556,Twitter for iPhone,Terrance,11.0,3,Tuesday,24,November,2015,None
669006782128353280,Chihuahua,0.127178,262,596,Twitter for iPhone,Tucker,12.0,4,Tuesday,24,November,2015,None
669037058363662336,Chihuahua,0.803528,326,679,Twitter for iPhone,None,10.0,6,Tuesday,24,November,2015,None
669203728096960512,pug,0.910452,501,1041,Twitter for iPhone,Samsom,9.0,17,Tuesday,24,November,2015,None
669216679721873412,golden_retriever,0.992758,422,1227,Twitter for iPhone,Clarq,8.0,18,Tuesday,24,November,2015,None
669324657376567296,Cardigan,0.131544,215,512,Twitter for iPhone,Ralf,11.0,1,Wednesday,25,November,2015,None
669327207240699904,golden_retriever,0.919584,120,595,Twitter for iPhone,None,13.0,1,Wednesday,25,November,2015,None
669328503091937280,Siberian_husky,0.424202,437,1042,Twitter for iPhone,Kirk,12.0,1,Wednesday,25,November,2015,None
669353438988365824,Pembroke,0.212343,268,667,Twitter for iPhone,Tessa,10.0,3,Wednesday,25,November,2015,None
669354382627049472,Chihuahua,0.97399,1333,2795,Twitter for iPhone,Dug,8.0,3,Wednesday,25,November,2015,None
669359674819481600,Labrador_retriever,0.367818,131,381,Twitter for iPhone,Saydee,11.0,3,Wednesday,25,November,2015,None
669363888236994561,golden_retriever,0.539004,242,648,Twitter for iPhone,None,10.0,3,Wednesday,25,November,2015,None
669367896104181761,basset,0.749394,166,474,Twitter for iPhone,Chip,10.0,4,Wednesday,25,November,2015,None
669371483794317312,Brabancon_griffon,0.483268,189,514,Twitter for iPhone,Oliviér,10.0,4,Wednesday,25,November,2015,None
669375718304980992,Airedale,0.168762,763,1377,Twitter for iPhone,Billl,6.0,4,Wednesday,25,November,2015,None
669393256313184256,cocker_spaniel,0.359843,81,376,Twitter for iPhone,Ronduh,10.0,5,Wednesday,25,November,2015,None
669564461267722241,toy_poodle,0.623685,130,399,Twitter for iPhone,None,10.0,17,Wednesday,25,November,2015,None
669567591774625800,Chihuahua,0.980511,60,243,Twitter for iPhone,Kollin,9.0,17,Wednesday,25,November,2015,None
669573570759163904,West_Highland_white_terrier,0.946828,151,447,Twitter for iPhone,Linda,10.0,17,Wednesday,25,November,2015,None
669597912108789760,Eskimo_dog,0.595665,159,527,Twitter for iPhone,Skye,10.0,19,Wednesday,25,November,2015,None
669603084620980224,Maltese_dog,0.659619,389,978,Twitter for iPhone,None,10.0,19,Wednesday,25,November,2015,None
669625907762618368,golden_retriever,0.0554081,1901,3657,Twitter for iPhone,Penny,12.0,21,Wednesday,25,November,2015,None
669680153564442624,dalmatian,0.141257,302,690,Twitter for iPhone,Shawwn,8.0,0,Thursday,26,November,2015,None
669683899023405056,Pomeranian,0.998275,116,406,Twitter for iPhone,Kloey,10.0,1,Thursday,26,November,2015,None
669753178989142016,Pembroke,0.8584940000000001,424,837,Twitter for iPhone,Chester,10.0,5,Thursday,26,November,2015,None
669926384437997569,Pomeranian,0.984231,111,388,Twitter for iPhone,None,12.0,17,Thursday,26,November,2015,None
669942763794931712,vizsla,0.743216,176,526,Twitter for iPhone,Andru,11.0,18,Thursday,26,November,2015,None
669970042633789440,miniature_pinscher,0.734744,64,312,Twitter for iPhone,Julio,10.0,20,Thursday,26,November,2015,None
669993076832759809,toy_poodle,0.08650160000000001,88,335,Twitter for iPhone,Zoey,9.0,21,Thursday,26,November,2015,None
670003130994700288,beagle,0.375313,97,342,Twitter for iPhone,Raphael,10.0,22,Thursday,26,November,2015,None
670040295598354432,borzoi,0.0266596,116,778,Twitter for iPhone,None,10.0,0,Friday,27,November,2015,None
670046952931721218,Blenheim_spaniel,0.998335,186,667,Twitter for iPhone,Ben,11.0,1,Friday,27,November,2015,None
670061506722140161,Italian_greyhound,0.329339,363,790,Twitter for iPhone,Liam,11.0,2,Friday,27,November,2015,None
670073503555706880,malamute,0.6018859999999999,832,1618,Twitter for iPhone,Winston,10.0,2,Friday,27,November,2015,None
670086499208155136,German_short-haired_pointer,0.273492,263,723,Twitter for iPhone,None,10.0,3,Friday,27,November,2015,None
670093938074779648,toy_poodle,0.383346,355,1070,Twitter for iPhone,Wally,9.0,4,Friday,27,November,2015,None
670290420111441920,Chihuahua,0.368876,299,732,Twitter for iPhone,Sandra,11.0,17,Friday,27,November,2015,None
670303360680108032,Shetland_sheepdog,0.380278,142,440,Twitter for iPhone,None,9.0,18,Friday,27,November,2015,None
670319130621435904,Irish_terrier,0.254856,1297,3984,Twitter for iPhone,None,11.0,19,Friday,27,November,2015,None
670338931251150849,cairn,0.245033,118,443,Twitter for iPhone,Butters,10.0,20,Friday,27,November,2015,None
670374371102445568,English_springer,0.974936,283,766,Twitter for iPhone,Daisy,12.0,22,Friday,27,November,2015,None
670385711116361728,whippet,0.178027,224,579,Twitter for iPhone,Larry,8.0,23,Friday,27,November,2015,None
670403879788544000,pug,0.8022229999999999,165,447,Twitter for iPhone,Nigel,10.0,0,Saturday,28,November,2015,None
670411370698022913,Maltese_dog,0.584397,950,2105,Twitter for iPhone,Scooter,12.0,1,Saturday,28,November,2015,None
670421925039075328,Chihuahua,0.275793,673,1354,Twitter for iPhone,Herb,12.0,2,Saturday,28,November,2015,None
670427002554466305,toy_terrier,0.0388716,173,535,Twitter for iPhone,None,9.0,2,Saturday,28,November,2015,None
670428280563085312,chow,0.335269,669,1437,Twitter for iPhone,Willy,11.0,2,Saturday,28,November,2015,None
670433248821026816,giant_schnauzer,0.0622148,120,334,Twitter for iPhone,Sam,10.0,2,Saturday,28,November,2015,None
670434127938719744,Chesapeake_Bay_retriever,0.027351,679,1452,Twitter for iPhone,Hank,11.0,2,Saturday,28,November,2015,None
670435821946826752,basenji,0.135767,551,1087,Twitter for iPhone,None,10.0,2,Saturday,28,November,2015,None
670442337873600512,Sussex_spaniel,0.403552,206,673,Twitter for iPhone,Koda,11.0,3,Saturday,28,November,2015,None
670444955656130560,English_springer,0.403698,2077,6931,Twitter for iPhone,Paull,10.0,3,Saturday,28,November,2015,None
670452855871037440,malamute,0.08037949999999999,217,566,Twitter for iPhone,None,11.0,4,Saturday,28,November,2015,None
670676092097810432,Dandie_Dinmont,0.6761020000000001,45,260,Twitter for iPhone,Bloo,8.0,18,Saturday,28,November,2015,None
670679630144274432,Ibizan_hound,0.34273400000000004,304,773,Twitter for iPhone,Pluto,8.0,19,Saturday,28,November,2015,None
670691627984359425,Shetland_sheepdog,0.07112439999999999,254,607,Twitter for iPhone,Ester,8.0,19,Saturday,28,November,2015,None
670704688707301377,Norwich_terrier,0.419838,388,786,Twitter for iPhone,Danny,6.0,20,Saturday,28,November,2015,None
670717338665226240,Pomeranian,0.368161,520,1252,Twitter for iPhone,None,12.0,21,Saturday,28,November,2015,None
670755717859713024,keeshond,0.994065,120,461,Twitter for iPhone,Gin,9.0,0,Sunday,29,November,2015,None
670764103623966721,Norfolk_terrier,0.17285,445,1112,Twitter for iPhone,Vincent,10.0,0,Sunday,29,November,2015,None
670778058496974848,pug,0.776612,76,340,Twitter for iPhone,None,10.0,1,Sunday,29,November,2015,None
670780561024270336,Labrador_retriever,0.244889,300,804,Twitter for iPhone,Traviss,7.0,1,Sunday,29,November,2015,None
670782429121134593,Chihuahua,0.952963,820,1622,Twitter for iPhone,None,5.0,1,Sunday,29,November,2015,None
670786190031921152,Pembroke,0.12743800000000002,211,623,Twitter for iPhone,Creg,8.0,2,Sunday,29,November,2015,None
670789397210615808,beagle,0.295966,252,685,Twitter for iPhone,None,9.0,2,Sunday,29,November,2015,None
670792680469889025,toy_poodle,0.031355,291,864,Twitter for iPhone,Antony,7.0,2,Sunday,29,November,2015,None
670797304698376195,Pembroke,0.472197,248,754,Twitter for iPhone,Trigger,11.0,2,Sunday,29,November,2015,None
670803562457407488,basenji,0.34410100000000005,92,351,Twitter for iPhone,None,10.0,3,Sunday,29,November,2015,None
670804601705242624,Pomeranian,0.86856,1001,2038,Twitter for iPhone,Mason,10.0,3,Sunday,29,November,2015,None
670807719151067136,Old_English_sheepdog,0.958035,517,1185,Twitter for iPhone,Andy,11.0,3,Sunday,29,November,2015,None
670811965569282048,basset,0.99409,283,1166,Twitter for iPhone,Maggie,10.0,3,Sunday,29,November,2015,None
670815497391357952,American_Staffordshire_terrier,0.919714,1634,3282,Twitter for iPhone,Sage,10.0,4,Sunday,29,November,2015,None
670822709593571328,Chihuahua,0.00125152,101,631,Twitter for iPhone,None,10.0,4,Sunday,29,November,2015,None
670823764196741120,Labrador_retriever,0.947453,199,802,Twitter for iPhone,Remington,12.0,4,Sunday,29,November,2015,None
670832455012716544,malinois,0.31760700000000003,230,760,Twitter for iPhone,Amy,10.0,5,Sunday,29,November,2015,None
670833812859932673,Pekinese,0.609853,129,461,Twitter for iPhone,Jett,7.0,5,Sunday,29,November,2015,None
670840546554966016,Shih-Tzu,0.963622,205,616,Twitter for iPhone,Colby,10.0,5,Sunday,29,November,2015,None
670995969505435648,redbone,0.8662209999999999,305,1143,Twitter for iPhone,None,12.0,16,Sunday,29,November,2015,None
671109016219725825,basenji,0.855959,460,1184,Twitter for iPhone,Toby,8.0,23,Sunday,29,November,2015,None
671115716440031232,malinois,0.406341,810,1402,Twitter for iPhone,Phred,6.0,23,Sunday,29,November,2015,None
671122204919246848,Chihuahua,0.101228,2662,3615,Twitter for iPhone,None,4.0,0,Monday,30,November,2015,None
671134062904504320,Shih-Tzu,0.18038,204,770,Twitter for iPhone,Clarence,8.0,1,Monday,30,November,2015,None
671138694582165504,Samoyed,0.587342,424,962,Twitter for iPhone,None,10.0,1,Monday,30,November,2015,None
671141549288370177,borzoi,0.0753577,687,1209,Twitter for iPhone,None,9.0,1,Monday,30,November,2015,None
671147085991960577,Yorkshire_terrier,0.4672020000000001,241,694,Twitter for iPhone,None,9.0,2,Monday,30,November,2015,None
671151324042559489,Rottweiler,0.781201,160,694,Twitter for iPhone,None,12.0,2,Monday,30,November,2015,None
671154572044468225,Labrador_retriever,0.495047,228,745,Twitter for iPhone,Holly,11.0,2,Monday,30,November,2015,None
671163268581498880,Scottish_deerhound,0.0269829,1166,1716,Twitter for iPhone,None,8.0,3,Monday,30,November,2015,None
671182547775299584,Rottweiler,0.331179,360,1160,Twitter for iPhone,None,12.0,4,Monday,30,November,2015,None
671186162933985280,Chihuahua,0.319106,226,761,Twitter for iPhone,Sparky,10.0,4,Monday,30,November,2015,None
671355857343524864,miniature_poodle,0.313811,118,494,Twitter for iPhone,Lou,10.0,15,Monday,30,November,2015,None
671357843010908160,Italian_greyhound,0.831757,155,414,Twitter for iPhone,None,9.0,15,Monday,30,November,2015,None
671485057807351808,Samoyed,0.627901,243,787,Twitter for iPhone,Penelope,11.0,0,Tuesday,1,December,2015,None
671486386088865792,German_shepherd,0.8270350000000001,215,605,Twitter for iPhone,Malcolm,10.0,0,Tuesday,1,December,2015,None
671504605491109889,toy_poodle,0.259115,3720,7284,Twitter for iPhone,Charlie,11.0,1,Tuesday,1,December,2015,None
671518598289059840,Lakeland_terrier,0.428275,305,975,Twitter for iPhone,Scruffers,9.0,2,Tuesday,1,December,2015,None
671520732782923777,Pomeranian,0.551031,557,1445,Twitter for iPhone,Alejandro,10.0,2,Tuesday,1,December,2015,None
671528761649688577,Doberman,0.782626,272,869,Twitter for iPhone,Jax,10.0,3,Tuesday,1,December,2015,None
671536543010570240,pug,0.537652,429,1218,Twitter for iPhone,Reginald,9.0,3,Tuesday,1,December,2015,None
671542985629241344,Shetland_sheepdog,0.980339,595,1129,Twitter for iPhone,JD,10.0,4,Tuesday,1,December,2015,None
671561002136281088,Gordon_setter,0.4693729999999999,7634,13288,Twitter for iPhone,None,13.0,5,Tuesday,1,December,2015,None
671729906628341761,kuvasz,0.431469,4597,8817,Twitter for iPhone,None,13.0,16,Tuesday,1,December,2015,None
671735591348891648,Irish_wolfhound,0.06307819999999999,790,1492,Twitter for iPhone,Oscar,11.0,17,Tuesday,1,December,2015,None
671743150407421952,toy_poodle,0.4194270000000001,239,761,Twitter for iPhone,None,11.0,17,Tuesday,1,December,2015,None
671768281401958400,Chihuahua,0.500373,551,1234,Twitter for iPhone,None,10.0,19,Tuesday,1,December,2015,None
